Ticker,Company,Currency,Exchange,Industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation
agle,Aeglea Bio Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,205.0,223.0,200.0,628.0,B,Medium,209.33333333333334,High Risk,0.009633911368015391,0.12426035502958582,0.3125,0.02991452991452992,866.9107142857143,-238.91071428571433
agnc,AGNC Investment Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,BB,Medium,B,Medium,BB,Medium,382.0,242.0,305.0,929.0,BBB,High,309.6666666666667,Medium Risk,0.3506743737957611,0.1617357001972387,0.5750000000000001,0.3514957264957266,995.9444444444445,-66.94444444444446
agri,AgriFORCE Growing Systems Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,B,Medium,BB,Medium,510.0,248.0,305.0,1063.0,BBB,High,354.3333333333333,Medium Risk,0.5973025048169556,0.17357001972386588,0.5750000000000001,0.4946581196581198,1131.0714285714287,-68.07142857142867
agrx,Agile Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,240.0,203.0,260.0,703.0,B,Medium,234.33333333333334,High Risk,0.0770712909441233,0.08481262327416178,0.4625,0.1100427350427351,903.6666666666666,-200.66666666666663
agys,Agilysys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,500.0,303.0,300.0,1103.0,BBB,High,367.6666666666667,Medium Risk,0.5780346820809248,0.2820512820512821,0.5625,0.5373931623931624,1031.3174603174602,71.68253968253975
agtc,Applied Genetic Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,235.0,323.0,305.0,863.0,BB,Medium,287.6666666666667,Medium Risk,0.0674373795761079,0.32149901380670615,0.5750000000000001,0.280982905982906,866.9107142857143,-3.9107142857143344
ahco,Adapthealth Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,210.0,211.0,235.0,656.0,B,Medium,218.66666666666666,High Risk,0.019267822736030837,0.10059171597633138,0.4,0.05982905982905984,938.7647058823529,-282.7647058823529
ahpi,Allied Healthcare Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,BB,Medium,210.0,228.0,325.0,763.0,BB,Medium,254.33333333333334,High Risk,0.019267822736030837,0.13412228796844183,0.625,0.1741452991452992,938.7647058823529,-175.76470588235293
aib,AIB Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,215.0,227.0,300.0,742.0,B,Medium,247.33333333333334,High Risk,0.02890173410404623,0.13214990138067062,0.5625,0.15170940170940173,709.3076923076923,32.692307692307736
adtn,ADTRAN Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,A,High,BB,Medium,BB,Medium,510.0,308.0,300.0,1118.0,BBB,High,372.6666666666667,Medium Risk,0.5973025048169556,0.29191321499013806,0.5625,0.5534188034188036,938.2222222222222,179.77777777777783
adn,Advent Technologies Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,B,Medium,250.0,203.0,220.0,673.0,B,Medium,224.33333333333334,High Risk,0.09633911368015413,0.08481262327416178,0.36250000000000004,0.07799145299145305,933.0,-260.0
aiki,Aikido Pharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,235.0,205.0,640.0,B,Medium,213.33333333333334,High Risk,0.0,0.14792899408284027,0.32499999999999996,0.042735042735042694,866.9107142857143,-226.91071428571433
akic,Sports Ventures Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,200.0,205.0,230.0,635.0,B,Medium,211.66666666666666,High Risk,0.0,0.08875739644970415,0.38750000000000007,0.03739316239316237,709.3076923076923,-74.30769230769226
aip,Arteris Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,B,Medium,BB,Medium,500.0,286.0,300.0,1086.0,BBB,High,362.0,Medium Risk,0.5780346820809248,0.2485207100591716,0.5625,0.5192307692307693,1031.3174603174602,54.682539682539755
akro,Akero Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,250.0,246.0,305.0,801.0,BB,Medium,267.0,High Risk,0.09633911368015413,0.1696252465483235,0.5750000000000001,0.21474358974358976,866.9107142857143,-65.91071428571433
airt,Air T Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,B,Medium,B,Medium,BB,Medium,234.0,210.0,325.0,769.0,BB,Medium,256.3333333333333,High Risk,0.0655105973025048,0.09861932938856016,0.625,0.18055555555555558,1025.1666666666667,-256.16666666666674
aimc,Altra Industrial Motion Corp,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,BB,Medium,BB,Medium,525.0,315.0,305.0,1145.0,BBB,High,381.6666666666667,Low Risk,0.6262042389210019,0.30571992110453655,0.5750000000000001,0.5822649572649573,1048.047619047619,96.95238095238096
akba,Akebia Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,218.0,215.0,633.0,B,Medium,211.0,High Risk,0.0,0.11439842209072981,0.35,0.03525641025641024,866.9107142857143,-233.91071428571433
airg,Airgain Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BB,Medium,BB,Medium,500.0,300.0,330.0,1130.0,BBB,High,376.6666666666667,Low Risk,0.5780346820809248,0.27613412228796846,0.6375000000000001,0.5662393162393163,933.0,197.0
airs,Airsculpt Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,210.0,201.0,205.0,616.0,B,Medium,205.33333333333334,High Risk,0.019267822736030837,0.08086785009861935,0.32499999999999996,0.017094017094017144,938.7647058823529,-322.7647058823529
akam,Akamai Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,515.0,341.0,305.0,1161.0,BBB,High,387.0,Low Risk,0.6069364161849711,0.35700197238658776,0.5750000000000001,0.5993589743589743,1031.3174603174602,129.68253968253975
aku,Akumin Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,BBB,High,BB,Medium,BB,Medium,455.0,347.0,300.0,1102.0,BBB,High,367.3333333333333,Medium Risk,0.4913294797687861,0.36883629191321504,0.5625,0.5363247863247863,938.7647058823529,163.23529411764707
akus,Akouos Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,205.0,221.0,295.0,721.0,B,Medium,240.33333333333334,High Risk,0.009633911368015391,0.1203155818540434,0.55,0.12927350427350426,866.9107142857143,-145.91071428571433
akts,Akoustis Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,BB,Medium,BBB,High,222.0,302.0,428.0,952.0,BBB,High,317.3333333333333,Medium Risk,0.04238921001926782,0.2800788954635109,0.8825000000000001,0.3760683760683762,933.0,19.0
aktx,Akari Therapeutics PLC,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,225.0,216.0,305.0,746.0,B,Medium,248.66666666666666,High Risk,0.048169556840077066,0.11045364891518739,0.5750000000000001,0.15598290598290598,903.6666666666666,-157.66666666666663
albo,Albireo Pharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500.0,300.0,310.0,1110.0,BBB,High,370.0,Medium Risk,0.5780346820809248,0.27613412228796846,0.5875,0.544871794871795,866.9107142857143,243.08928571428567
akya,Akoya Biosciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,512.0,303.0,215.0,1030.0,BBB,High,343.3333333333333,Medium Risk,0.6011560693641618,0.2820512820512821,0.35,0.45940170940170943,993.125,36.875
alco,Alico Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1131.0714285714287,-31.07142857142867
aldx,Aldeyra Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,231.0,261.0,235.0,727.0,B,Medium,242.33333333333334,High Risk,0.05973025048169556,0.1992110453648916,0.4,0.13568376068376076,866.9107142857143,-139.91071428571433
alec,Alector Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,240.0,277.0,300.0,817.0,BB,Medium,272.3333333333333,High Risk,0.0770712909441233,0.23076923076923078,0.5625,0.2318376068376069,866.9107142857143,-49.910714285714334
algm,Allegro Microsystems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,B,Medium,542.0,314.0,250.0,1106.0,BBB,High,368.6666666666667,Medium Risk,0.6589595375722543,0.30374753451676534,0.4375,0.5405982905982906,1030.5833333333333,75.41666666666674
alf,Alfi Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,BB,Medium,225.0,260.0,315.0,800.0,BB,Medium,266.6666666666667,High Risk,0.048169556840077066,0.19723865877712038,0.6,0.2136752136752137,1031.3174603174602,-231.31746031746025
algn,Align Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,235.0,285.0,255.0,775.0,BB,Medium,258.3333333333333,High Risk,0.0674373795761079,0.24654832347140038,0.45000000000000007,0.18696581196581197,938.7647058823529,-163.76470588235293
algs,Aligos Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,210.0,222.0,235.0,667.0,B,Medium,222.33333333333334,High Risk,0.019267822736030837,0.12228796844181461,0.4,0.07158119658119655,866.9107142857143,-199.91071428571433
alhc,Alignment Healthcare LLC,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,BB,Medium,B,Medium,210.0,302.0,256.0,768.0,BB,Medium,256.0,High Risk,0.019267822736030837,0.2800788954635109,0.4525,0.17948717948717952,709.3076923076923,58.692307692307736
alks,Alkermes Plc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BBB,High,BB,Medium,BB,Medium,415.0,302.0,333.0,1050.0,BBB,High,350.0,Medium Risk,0.41425818882466275,0.2800788954635109,0.645,0.4807692307692307,866.9107142857143,183.08928571428567
alim,Alimera Sciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,220.0,228.0,243.0,691.0,B,Medium,230.33333333333334,High Risk,0.03853564547206162,0.13412228796844183,0.42000000000000004,0.09722222222222221,903.6666666666666,-212.66666666666663
algt,Allegiant Travel Co,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,B,Medium,B,Medium,B,Medium,287.0,208.0,248.0,743.0,B,Medium,247.66666666666666,High Risk,0.16763005780346824,0.09467455621301779,0.4325,0.1527777777777778,838.7142857142857,-95.71428571428567
aih,Aesthetic Medical International Holdings Group Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,BB,Medium,220.0,250.0,300.0,770.0,BB,Medium,256.6666666666667,High Risk,0.03853564547206162,0.1775147928994083,0.5625,0.18162393162393164,938.7647058823529,-168.76470588235293
alkt,Alkami Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,BB,Medium,B,Medium,280.0,305.0,260.0,845.0,BB,Medium,281.6666666666667,Medium Risk,0.15414258188824664,0.28599605522682453,0.4625,0.2617521367521368,1031.3174603174602,-186.31746031746025
alny,Alnylam Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,BB,Medium,BB,Medium,331.0,346.0,325.0,1002.0,BBB,High,334.0,Medium Risk,0.2524084778420039,0.36686390532544383,0.625,0.4294871794871796,866.9107142857143,135.08928571428567
allt,Allot Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,508.0,324.0,310.0,1142.0,BBB,High,380.6666666666667,Low Risk,0.5934489402697496,0.32347140039447736,0.5875,0.5790598290598291,1031.3174603174602,110.68253968253975
allo,Allogene Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,535.0,324.0,305.0,1164.0,BBB,High,388.0,Low Risk,0.6454720616570329,0.32347140039447736,0.5750000000000001,0.6025641025641025,866.9107142857143,297.08928571428567
amat,Applied Materials Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,525.0,317.0,300.0,1142.0,BBB,High,380.6666666666667,Low Risk,0.6262042389210019,0.309664694280079,0.5625,0.5790598290598291,1030.5833333333333,111.41666666666674
amd,Advanced Micro Devices Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,B,Medium,B,Medium,B,Medium,200.0,208.0,200.0,608.0,B,Medium,202.66666666666666,High Risk,0.0,0.09467455621301779,0.3125,0.008547008547008517,1030.5833333333333,-422.58333333333326
atvi,Activision Blizzard Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,280.0,347.0,330.0,957.0,BBB,High,319.0,Medium Risk,0.15414258188824664,0.36883629191321504,0.6375000000000001,0.3814102564102565,935.2608695652174,21.739130434782624
avgo,Broadcom Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,B,Medium,B,Medium,B,Medium,210.0,212.0,200.0,622.0,B,Medium,207.33333333333334,High Risk,0.019267822736030837,0.10256410256410259,0.3125,0.023504273504273532,1030.5833333333333,-408.58333333333326
anss,ANSYS Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,580.0,337.0,285.0,1202.0,A,High,400.6666666666667,Low Risk,0.7321772639691715,0.349112426035503,0.525,0.6431623931623932,1031.3174603174602,170.68253968253975
amzn,Amazon.com Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,AA,Excellent,BB,Medium,BBB,High,668.0,305.0,460.0,1433.0,A,High,477.6666666666667,Low Risk,0.9017341040462428,0.28599605522682453,0.9625000000000001,0.889957264957265,918.5769230769231,514.4230769230769
aihs,Senmiao Technology Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,220.0,203.0,200.0,623.0,B,Medium,207.66666666666666,High Risk,0.03853564547206162,0.08481262327416178,0.3125,0.024572649572649596,909.3333333333334,-286.33333333333337
apa,APA Corp (US),USD,NASDAQ NMS - GLOBAL MARKET,Energy,A,High,BB,Medium,BB,Medium,510.0,316.0,325.0,1151.0,BBB,High,383.6666666666667,Low Risk,0.5973025048169556,0.30769230769230776,0.625,0.5886752136752137,1142.2631578947369,8.736842105263122
biib,Biogen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,BB,Medium,BB,Medium,380.0,303.0,364.0,1047.0,BBB,High,349.0,Medium Risk,0.3468208092485549,0.2820512820512821,0.7225,0.47756410256410253,866.9107142857143,180.08928571428567
bkng,Booking Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,558.0,306.0,310.0,1174.0,BBB,High,391.3333333333333,Low Risk,0.6897880539499037,0.28796844181459574,0.5875,0.6132478632478634,918.8636363636364,255.13636363636363
cdns,Cadence Design Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,500.0,308.0,295.0,1103.0,BBB,High,367.6666666666667,Medium Risk,0.5780346820809248,0.29191321499013806,0.55,0.5373931623931624,1031.3174603174602,71.68253968253975
cdw,CDW Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,B,Medium,225.0,209.0,200.0,634.0,B,Medium,211.33333333333334,High Risk,0.048169556840077066,0.09664694280078895,0.3125,0.03632478632478631,933.0,-299.0
chrw,CH Robinson Worldwide Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,A,High,BB,Medium,BB,Medium,575.0,330.0,338.0,1243.0,A,High,414.3333333333333,Low Risk,0.7225433526011562,0.33530571992110453,0.6575,0.6869658119658121,1025.1666666666667,217.83333333333326
cinf,Cincinnati Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,B,Medium,B,Medium,B,Medium,235.0,275.0,250.0,760.0,BB,Medium,253.33333333333334,High Risk,0.0674373795761079,0.22682445759368836,0.4375,0.170940170940171,1012.3703703703703,-252.37037037037032
chtr,Charter Communications Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,935.2608695652174,164.73913043478262
cmcsa,Comcast Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,BB,Medium,BB,Medium,507.0,343.0,315.0,1165.0,BBB,High,388.3333333333333,Low Risk,0.5915221579961465,0.3609467455621302,0.6,0.6036324786324786,935.2608695652174,229.73913043478262
cprt,Copart Inc,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,B,Medium,B,Medium,B,Medium,270.0,204.0,205.0,679.0,B,Medium,226.33333333333334,High Risk,0.13487475915221575,0.08678500986193294,0.32499999999999996,0.08440170940170943,995.8571428571429,-316.8571428571429
cost,Costco Wholesale Corp,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,B,Medium,537.0,306.0,225.0,1068.0,BBB,High,356.0,Medium Risk,0.6493256262042391,0.28796844181459574,0.375,0.5000000000000001,918.5769230769231,149.4230769230769
csx,CSX Corp,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,A,High,BB,Medium,BB,Medium,510.0,310.0,325.0,1145.0,BBB,High,381.6666666666667,Low Risk,0.5973025048169556,0.2958579881656805,0.625,0.5822649572649573,1076.3333333333333,68.66666666666674
ctsh,Cognizant Technology Solutions Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,AA,Excellent,BB,Medium,BB,Medium,605.0,365.0,300.0,1270.0,A,High,423.3333333333333,Low Risk,0.7803468208092486,0.40433925049309666,0.5625,0.7158119658119658,1031.3174603174602,238.68253968253975
cme,CME Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,BB,Medium,B,Medium,B,Medium,375.0,237.0,200.0,812.0,BB,Medium,270.6666666666667,High Risk,0.3371868978805395,0.15187376725838264,0.3125,0.22649572649572658,909.3333333333334,-97.33333333333337
csco,Cisco Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,B,Medium,B,Medium,B,Medium,280.0,234.0,220.0,734.0,B,Medium,244.66666666666666,High Risk,0.15414258188824664,0.14595660749506906,0.36250000000000004,0.1431623931623932,938.2222222222222,-204.22222222222217
ctas,Cintas Corp,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,995.8571428571429,104.14285714285711
ctxs,Citrix Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,530.0,305.0,305.0,1140.0,BBB,High,380.0,Low Risk,0.6358381502890174,0.28599605522682453,0.5750000000000001,0.576923076923077,1031.3174603174602,108.68253968253975
czr,Caesars Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,265.0,228.0,200.0,693.0,B,Medium,231.0,High Risk,0.12524084778420036,0.13412228796844183,0.3125,0.09935897435897434,918.8636363636364,-225.86363636363637
dish,DISH Network Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,210.0,263.0,205.0,678.0,B,Medium,226.0,High Risk,0.019267822736030837,0.2031558185404339,0.32499999999999996,0.08333333333333337,935.2608695652174,-257.2608695652174
dltr,Dollar Tree Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,235.0,208.0,215.0,658.0,B,Medium,219.33333333333334,High Risk,0.0674373795761079,0.09467455621301779,0.35,0.06196581196581197,918.5769230769231,-260.5769230769231
dxcm,Dexcom Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,215.0,236.0,215.0,666.0,B,Medium,222.0,High Risk,0.02890173410404623,0.14990138067061148,0.35,0.07051282051282048,938.7647058823529,-272.7647058823529
ea,Electronic Arts Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,BB,Medium,BB,Medium,B,Medium,360.0,300.0,225.0,885.0,BB,Medium,295.0,Medium Risk,0.30828516377649323,0.27613412228796846,0.375,0.3044871794871795,935.2608695652174,-50.26086956521738
lnt,Alliant Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,A,High,BB,Medium,BB,Medium,519.0,307.0,300.0,1126.0,BBB,High,375.3333333333333,Low Risk,0.6146435452793835,0.28994082840236685,0.5625,0.5619658119658121,1190.6333333333334,-64.63333333333344
fang,Diamondback Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Energy,A,High,B,Medium,BB,Medium,513.0,271.0,300.0,1084.0,BBB,High,361.3333333333333,Medium Risk,0.6030828516377649,0.2189349112426036,0.5625,0.5170940170940171,1142.2631578947369,-58.26315789473688
ebay,eBay Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,500.0,302.0,305.0,1107.0,BBB,High,369.0,Medium Risk,0.5780346820809248,0.2800788954635109,0.5750000000000001,0.5416666666666666,918.5769230769231,188.4230769230769
lkq,LKQ Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,A,High,BB,Medium,BB,Medium,515.0,300.0,305.0,1120.0,BBB,High,373.3333333333333,Medium Risk,0.6069364161849711,0.27613412228796846,0.5750000000000001,0.5555555555555557,1109.6666666666667,10.333333333333258
googl,Alphabet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,295.0,362.0,355.0,1012.0,BBB,High,337.3333333333333,Medium Risk,0.18304431599229282,0.398422090729783,0.7000000000000001,0.4401709401709403,935.2608695652174,76.73913043478262
mar,Marriott International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,215.0,200.0,215.0,630.0,B,Medium,210.0,High Risk,0.02890173410404623,0.07889546351084814,0.35,0.03205128205128205,918.8636363636364,-288.8636363636364
mchp,Microchip Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1030.5833333333333,69.41666666666674
lrcx,Lam Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,510.0,325.0,315.0,1150.0,BBB,High,383.3333333333333,Low Risk,0.5973025048169556,0.3254437869822486,0.6,0.5876068376068376,1030.5833333333333,119.41666666666674
mdlz,Mondelez International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,BB,Medium,520.0,307.0,300.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.6165703275529866,0.28994082840236685,0.5625,0.5630341880341881,1131.0714285714287,-4.071428571428669
meta,Meta Platforms Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,205.0,232.0,215.0,652.0,B,Medium,217.33333333333334,High Risk,0.009633911368015391,0.14201183431952663,0.35,0.05555555555555558,935.2608695652174,-283.2608695652174
mktx,Marketaxess Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,230.0,213.0,210.0,653.0,B,Medium,217.66666666666666,High Risk,0.05780346820809246,0.1045364891518738,0.3375,0.056623931623931645,909.3333333333334,-256.33333333333337
